Word,Count,POS,Antonyms
befittingly,11,adverb,inappropriately;unsuitably
begetter,8,noun,mother;female parent
begin,5,verb,end|end|end
beginning,9,noun,ending|middle|middle|finish
beginning,9,verb,end|end|end
begrime,7,verb,clean
begrimed,8,verb,clean
begrudge,8,verb,wish
behave,6,verb,misbehave
being,5,noun,nonbeing;nonexistence
being,5,verb,differ
beingness,9,noun,nonbeing;nonexistence
belatedly,9,adverb,early
belief,6,noun,unbelief
believability,13,noun,incredibility
believable,10,adjective,incredible
believably,10,adverb,unbelievably|incredibly
believe,7,verb,disbelieve
believing,9,verb,disbelieve
believingly,11,adverb,incredulously;unbelievingly
belittle,8,verb,flatter
belittled,9,verb,flatter
belittling,10,verb,flatter
bellied,7,adjective,bellyless
bellyless,9,adjective,bellied
below,5,adverb,above|above|upstairs
below the belt,14,adverb,fairly
belt,4,verb,unbelt
belt along,10,verb,linger
belt up,7,verb,open up
belted,6,verb,unbelt
belted,6,adjective,unbelted
belting,7,verb,unbelt
beltless,8,adjective,belted
bemire,6,verb,clean
bend,4,verb,straighten|unbend
bended,6,verb,straighten|unbend
bending,7,verb,straighten|unbend
bends,5,verb,straighten|unbend
beneath,7,adverb,above
beneficed,9,adjective,unbeneficed
beneficence,11,noun,maleficence|maleficence
beneficent,10,adjective,maleficent
benevolence,11,noun,malevolence
benevolently,12,adverb,malevolently
benign,6,adjective,malignant|malign
benignancy,10,noun,malignity;malignancy
benignant,9,adjective,malign
benignity,9,noun,malignity;malignancy
bent,4,verb,straighten|unbend
bequeath,8,verb,disinherit
beseeching,10,adjective,imperative
beshrew,7,verb,bless
best,4,noun,worst
best,4,adjective,worst|bad|evil
best,4,adverb,ill|ill|badly|badly;disadvantageously|badly
bestride,8,verb,hop out
betray,6,verb,undeceive
better,6,verb,worsen|worsen
better,6,adjective,worse|worse|bad|evil|ill
better,6,adverb,ill|ill|badly|badly;disadvantageously|badly
bettering,9,verb,worsen|worsen
bettering,9,adjective,worsening
beyond control,14,adverb,in hand
biaural,7,adjective,monaural
bibbed,6,adjective,bibless
bibless,7,adjective,bibbed
bicameral,9,adjective,unicameral
bidirectional,13,adjective,unidirectional
biennial,8,adjective,perennial
big,3,adjective,small;little
big,3,adverb,small
bigger,6,adjective,small;little
bigness,7,noun,smallness;littleness
bilaterally symmetrical,23,adjective,actinomorphic
bimodal,7,adjective,unimodal
binaural,8,adjective,monaural
binaurally,10,adverb,monaurally
bind,4,verb,unbind|untie
binding,7,verb,unbind|untie
binuclear,9,adjective,trinucleate
binucleate,10,adjective,trinucleate
binucleated,11,adjective,trinucleate
biodegradable pollution,23,noun,nonbiodegradable pollution
biological,10,adjective,adoptive
biovular,8,adjective,identical
biped,5,adjective,quadrupedal;quadruped
bipedal,7,adjective,quadrupedal;quadruped
bipolar,7,adjective,unipolar
birth,5,noun,death|death
bisexual,8,adjective,heterosexual
bivalent,8,adjective,multivalent
bivalve,7,adjective,univalve
bivalved,8,adjective,univalve
blab,4,verb,keep quiet
blab out,8,verb,keep quiet
black,5,noun,white|white
black,5,verb,whiten
black,5,adjective,white|white
black and white,15,adjective,color
black-and-white,15,adjective,color
blacken,7,verb,whiten
blackened,9,verb,whiten
blackening,10,verb,whiten
blacking,8,verb,whiten
blackness,9,noun,white
blame,5,verb,absolve
blamed,6,verb,absolve
blandish,8,verb,disparage
blank out,9,verb,remember
blear,5,verb,focus
blemished,9,adjective,unblemished
blended,7,adjective,unblended
bless,5,verb,curse|desecrate
blessed,7,verb,curse|desecrate
blessed,7,adjective,cursed
blessing,8,noun,disapproval
blessing,8,verb,curse|desecrate
blest,5,verb,curse|desecrate
blest,5,adjective,cursed
blind,5,adjective,sighted
blinder,7,adjective,sighted
blithely,8,adverb,unhappily
blitheness,10,noun,cheerlessness
block,5,verb,unstuff|free|remember|unfreeze;unblock
blocked,7,verb,unstuff|free|remember|unfreeze;unblock
blocking,8,verb,unstuff|free|remember|unfreeze;unblock
blond,5,adjective,brunet
blonde,6,adjective,brunet
blood brother,13,noun,sister
blood kinship,13,noun,affinity
bloodily,8,adverb,bloodlessly
bloodless,9,adjective,bloody
bloodlessly,11,adverb,bloodily
bloody,6,adjective,bloodless
blow,4,verb,conserve
blow out,8,verb,ignite
blow up,7,verb,reduce|deflate
blowing,7,verb,conserve
blown,5,verb,conserve
blubber,7,noun,leanness
blue-collar,11,adjective,white-collar
blunt,5,verb,sharpen|enliven
blunt file,10,noun,taper file
blunted,7,verb,sharpen|enliven
bluntness,9,noun,sharpness
blur,4,verb,focus|focus|focus
blurred,7,verb,focus|focus|focus
blurriness,10,noun,distinctness;sharpness
board,5,verb,get off
boarding,8,noun,disembarkation
boarding,8,verb,get off
boarding school,15,noun,day school
boards,6,verb,get off
bodied,6,adjective,unbodied
bodoni,6,noun,old style
bodoni font,11,noun,old style
boil,4,verb,freeze
boiled,6,verb,freeze
boiling,7,verb,freeze
bold,4,adjective,timid
boldness,8,noun,timidity
bolt,4,verb,unbolt
bomb,4,verb,pass
bombing,7,verb,pass
boneless,8,adjective,bony
boney,5,adjective,boneless
bony,4,adjective,boneless
boo,3,verb,applaud
bordered,8,adjective,unbordered
bore,4,verb,interest
bored,5,verb,interest
boring,6,verb,interest
born,4,adjective,unborn
borrow,6,verb,lend
borrower,8,noun,lender
borrowing,9,verb,lend
botany,6,noun,fauna
bottle-fed,10,adjective,breast-fed
bottlefeed,10,verb,breastfeed
bottom,6,noun,top
bottom,6,adjective,side
bottom of the inning,20,noun,top
bottom out,10,verb,top out
bottomed,8,adjective,bottomless
bottomless,10,adjective,bottomed
bottom-up,9,adjective,top-down
bounce,6,verb,clear
bounce back,11,verb,get worse
bouncing,8,verb,clear
bound,5,verb,unbind|untie
bound,5,adjective,unbound|free|unbound
bounded interval,16,noun,open interval
boundedness,11,noun,infiniteness
boundlessness,13,noun,finiteness
bowed,5,adjective,plucked
box,3,verb,unbox
boxed,5,verb,unbox
boxing,6,verb,unbox
boy,3,noun,female child;girl|daughter;girl
boycott,7,verb,patronize
brace,5,verb,sedate;de-energize;de-energise
braced,6,verb,sedate;de-energize;de-energise
braces,6,verb,sedate;de-energize;de-energise
brachycephalic,14,adjective,dolichocephalic
brachycranial,13,adjective,dolichocephalic
brachycranic,12,adjective,dolichocephalic
bracing,7,verb,sedate;de-energize;de-energise
bracteate,9,adjective,ebracteate
bracted,7,adjective,ebracteate
braid,5,verb,unbraid
braided,7,verb,unbraid
braiding,8,verb,unbraid
brainwashed,11,adjective,unbrainwashed
branch out,10,verb,specialize
branchiate,10,adjective,abranchiate
branchless,10,adjective,branchy
branchy,7,adjective,branchless
branded,7,adjective,unbranded
brand-name drug,15,noun,generic drug
brave,5,noun,timid
brave,5,adjective,cowardly
braveness,9,noun,cowardice
bravery,7,noun,cowardice|fear
breach,6,verb,keep
break,5,verb,repair|keep|conform to|make|promote
break apart,11,verb,assemble|unify
break down,10,verb,synthesize
break even,10,verb,profit
break of day,12,noun,sunset
break of the day,16,noun,sunset
break up,8,verb,assemble
breakable,9,adjective,unbreakable
breakableness,13,noun,unbreakableness
breaking,8,verb,repair|keep|conform to|make|promote
breasted,8,adjective,breastless
breast-fed,10,adjective,bottle-fed
breastfeed,10,verb,bottlefeed
breastless,10,adjective,breasted
breathe in,10,verb,exhale
breathe out,11,verb,inhale
breathing,9,adjective,breathless
breathless,10,adjective,breathing
brethren,8,noun,sister
bridgeable,10,adjective,unbridgeable
bridle,6,verb,unbridle
bright,6,adjective,dull|dimmed
brighten,8,verb,darken|overcast
brightness,10,noun,dullness
brine,5,noun,fresh water
bring,5,verb,take away
bring around,12,verb,anesthetize
bring back,10,verb,anesthetize
bring down,10,verb,raise
bring forward,13,verb,back
bring home the bacon,20,verb,fail
bring off,9,verb,fail
bring round,11,verb,anesthetize
bring to,8,verb,anesthetize
bring together,14,verb,disjoin
bring up,8,verb,lower
bringing,8,verb,take away
broad,5,adjective,narrow
broaden,7,verb,specialize
broadening,10,noun,narrowing|narrowing
broadening,10,verb,specialize
broadly,7,adverb,narrowly
broadly speaking,16,adverb,narrowly
broad-minded,12,adjective,shockable|narrow-minded
broad-mindedly,14,adverb,narrow-mindedly
broad-mindedness,16,noun,narrow-mindedness
broadness,9,noun,narrowness
broadnosed,10,adjective,catarrhine
broke,5,verb,repair|keep|conform to|make|promote
broken,6,verb,repair|keep|conform to|make|promote
broken,6,adjective,unbroken|unbroken|unbroken
brother,7,noun,sister
brotherlike,11,adjective,sisterly
brotherly,9,adjective,sisterly
brunet,6,adjective,blond
brunette,8,adjective,blond
bucket along,12,verb,linger
buckle,6,verb,unbuckle
build up,8,verb,disarm
bulging,7,adjective,concave
bulk,4,noun,minority
bull,4,noun,bear
bump,4,verb,promote
bumpy,5,adjective,smooth
buoy up,7,verb,weigh down
burden,6,verb,unburden
burdened,8,verb,unburden
burdened,8,adjective,unburdened
buried,6,verb,remember
buried,6,adjective,unburied
burst,5,verb,implode
burthen,7,verb,unburden
bury,4,verb,remember
burying,7,verb,remember
bushel,6,verb,break
bust,4,verb,repair
busted,6,verb,repair
busy,4,adjective,idle
but then,8,adverb,on the one hand
butterball,10,noun,thin person
button,6,verb,unbutton
button up,9,verb,open up
buttoned,8,verb,unbutton
buttoned,8,adjective,unbuttoned
buy,3,verb,sell
buy at,6,verb,boycott;boycott
buy the farm,12,verb,be born
buying,6,verb,sell
by all means,12,adverb,by no means
by artificial means,19,adverb,naturally
by chance,9,adverb,deliberately
by choice,9,adverb,unintentionally;accidentally
by design,9,adverb,unintentionally;accidentally
by hand,7,adverb,by machine
by machine,10,adverb,by hand
by no means,11,adverb,by all means
by trial and error,18,adverb,theoretically
cacodaemon,10,noun,eudemon
cacodemon,9,noun,eudemon
cacogenic,9,adjective,eugenic
cacogenics,10,noun,eugenics
cacophonic,10,adjective,euphonious
cacophonous,11,adjective,euphonious
caducous,8,adjective,persistent
caenogenesis,12,noun,palingenesis
cainogenesis,12,noun,palingenesis
calced,6,adjective,discalced
calcicolous,11,adjective,calcifugous
calcifugous,11,adjective,calcicolous
calcify,7,verb,decalcify
calculable,10,adjective,incalculable
call,4,noun,put option
call back,9,verb,forget
call for,8,verb,obviate
call option,11,noun,put option
call up,7,verb,forget|demobilize
calm,4,noun,discomposure
calm,4,verb,agitate|stimulate
calm,4,adjective,stormy
calm down,9,verb,agitate
calming,7,verb,agitate|stimulate
calmness,8,noun,discomposure|agitation
caloric,7,adjective,nonthermal
camphorated,11,adjective,uncamphorated
campylotropous,14,adjective,orthotropous
can,3,verb,hire
cancelled,9,adjective,on
candor,6,noun,unfairness
candour,7,noun,unfairness
caning,6,verb,hire
canned,6,verb,hire
cannonball along,16,verb,linger
capability,10,noun,incapability;incapableness|incapability
capable,7,adjective,incapable|incapable
capableness,11,noun,incapability|incapability;incapableness
capably,7,adverb,incompetently
capacity,8,noun,incapacity|incapacity
capital,7,noun,lowercase
capital letter,14,noun,lowercase
capitalism,10,noun,socialism
capitalist,10,adjective,socialistic
capitalist economy,18,noun,socialism
capitalistic,12,adjective,socialistic
captor,6,noun,liberator
capturer,8,noun,liberator
cardinal,8,adjective,ordinal
cared-for,9,adjective,uncared-for
careful,7,adjective,careless
carefully,9,adverb,incautiously;carelessly
carefulness,11,noun,incaution|carelessness
careless,8,adjective,careful
carelessly,10,adverb,cautiously;carefully
carelessness,12,noun,carefulness
carinate,8,noun,ratite
carinate bird,13,noun,ratite
carnivorous,11,adjective,herbivorous
carpellate,10,adjective,acarpelous
carpeted,8,adjective,uncarpeted
carry away,10,verb,bring
carry off,9,verb,fail|bring
carry on,8,verb,discontinue
carry to term,13,verb,miscarry
carve up,8,verb,unite
carved,6,adjective,uncarved
carvel-built,12,adjective,clinker-built
carven,6,adjective,uncarved
cash,4,noun,credit
cash account,12,noun,margin account
cash basis,10,noun,accrual basis
cash in one's chips,19,verb,be born
cast,4,verb,keep down
cast down,9,verb,elate
cast off,8,verb,cast on
cast on,7,verb,cast off
casting,7,verb,keep down
castrated,9,adjective,uncastrated
cat,3,verb,keep down
catabatic,9,adjective,anabatic
catabolic,9,adjective,anabolic
catabolism,10,noun,anabolism
cataclinal,10,adjective,anaclinal
catadromous,11,adjective,diadromous
catalectic,10,adjective,hypercatalectic
catalyst,8,noun,anticatalyst
cataphatism,11,noun,apophatism
catarrhine,10,adjective,leptorrhine
catarrhinian,12,adjective,leptorrhine
catch,5,verb,unhitch
catch some z's,14,verb,wake
catching,8,verb,unhitch
categorem,9,noun,syncategorem;syncategoreme
categorematic,13,adjective,syncategorematic
categoreme,10,noun,syncategorem;syncategoreme
cathode,7,noun,anode|anode
cathodic,8,adjective,anodic
cationic,8,adjective,anionic
caudal,6,adjective,cephalic
caudate,7,adjective,acaudate
caudated,8,adjective,acaudate
caulescent,10,adjective,acaulescent
cauline,7,adjective,acaulescent|radical
caulked,7,adjective,uncaulked
causative,9,adjective,noncausative
cause to sleep,14,verb,awaken
caution,7,noun,incaution
cautious,8,noun,brave
cautious,8,adjective,incautious
cautiously,10,adverb,incautiously;carelessly
cautiousness,12,noun,incaution
cease,5,verb,continue|begin
ceilinged,9,adjective,floored
celebrity,9,noun,infamy
cellular,8,adjective,noncellular
cenobite,8,noun,eremite
cenobitic,9,adjective,eremitic
cenobitical,11,adjective,eremitic
cenogenesis,11,noun,palingenesis
cenogenetic,11,adjective,palingenetic
censored,8,adjective,uncensored
center,6,adjective,right
central,7,adjective,peripheral
centralisation,14,noun,decentralization
centralise,10,verb,decentralize;decentralise;deconcentrate
centralised,11,verb,decentralize;decentralise;deconcentrate
centralised,11,adjective,decentralized
centralising,12,verb,decentralize;decentralise;deconcentrate
centralising,12,adjective,decentralizing
centrality,10,noun,marginality
centralization,14,noun,decentralization
centralize,10,verb,decentralize;decentralise;deconcentrate
centralized,11,verb,decentralize;decentralise;deconcentrate
centralized,11,adjective,decentralized
centralizing,12,verb,decentralize;decentralise;deconcentrate
centralizing,12,adjective,decentralizing
centrally,9,adverb,peripherally
centrifugal,11,adjective,centripetal
centrifugal force,17,noun,centripetal force
centripetal,11,adjective,centrifugal
centripetal force,17,noun,centrifugal force
cephalic,8,adjective,caudal
cerebral,8,adjective,emotional
ceremonially,12,adverb,unceremoniously
ceremoniously,13,adverb,unceremoniously
ceremoniousness,15,noun,unceremoniousness
certain,7,adjective,uncertain;unsure|uncertain|uncertain|unsealed
certainty,9,noun,uncertainty|uncertainty
certification,13,noun,disenfranchisement
certified,9,verb,decertify
certified,9,adjective,uncertified
certify,7,verb,decertify
chain,5,verb,unchain
chained,7,verb,unchain
chains,6,verb,unchain
change,6,verb,stay
changeability,13,noun,changelessness
changeable,10,adjective,immutable|unchangeable
changeableness,14,noun,changelessness
changed,7,verb,stay
changed,7,adjective,unchanged
changeful,9,adjective,unchangeable
changefulness,13,noun,constancy
changeless,10,adjective,mutable
changelessness,14,noun,changeableness
changing,8,verb,stay
chapelgoer,10,noun,Anglican
characteristic,14,adjective,uncharacteristic
characteristically,18,adverb,uncharacteristically
charge,6,verb,discharge|pay cash|calm
charge up,9,verb,calm
charged,7,verb,discharge|pay cash|calm
charged,7,adjective,uncharged
chariness,9,noun,unwariness
charitable,10,adjective,uncharitable
chartered,9,adjective,unchartered
chaste,6,adjective,unchaste
cheap,5,adjective,expensive
cheaply,7,adverb,expensively
check,5,verb,disagree
check in,8,verb,check out
check out,9,verb,check in
checked,7,verb,disagree
cheer,5,noun,uncheerfulness
cheer,5,verb,dishearten|complain
cheer up,8,verb,complain
cheerful,8,adjective,depressing
cheerfully,10,adverb,cheerlessly
cheerfulness,12,noun,uncheerfulness|cheerlessness
cheering,8,verb,dishearten|complain
cheerless,9,adjective,cheerful
cheerlessly,11,adverb,cheerfully
cheerlessness,13,noun,cheerfulness
child,5,noun,parent
chill,5,verb,heat|heat
chilling,8,verb,heat|heat
chirk up,8,verb,complain
chivalrously,12,adverb,unchivalrously
chlamydeous,11,adjective,achlamydeous
choke,5,verb,unclog|be born
choke off,9,verb,unclog
choke up,8,verb,unstuff
choked,6,verb,unclog|be born
choking,7,verb,unclog|be born
cholinergic,11,adjective,anticholinergic
chondritic,10,adjective,achondritic
chop-chop,9,adverb,slowly
christian,9,adjective,unchristian
chromatic,9,adjective,diatonic|achromatic
chromatic color,15,noun,achromatic color
chromatic colour,16,noun,achromatic color
